"Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"7/5/2008","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","3549_ANHU"
"9/17/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found inside","Non-selasphorus spp.","1711_ANHU"
"6/5/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","2711_ANHU"
"4/24/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3930_ANHU"
"5/25/1991","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","101_ALHU"
"3/27/2010","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","3894_ANHU"
"5/27/1997","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","caught by domestic animal","Non-selasphorus spp.","1249_ANHU"
"6/18/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6309_ALHU"
"3/17/2016","Released","malibu","Yes","Selasphorus","unknown","Nestling",1,"Spring","found on the ground","Selasphorus spp.","6641_ALHU"
"7/17/2016","Died","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","6907_ANHU"
"9/3/1994","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","722_ANHU"
"6/6/2000","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","1843_ALHU"
"4/22/1995","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","822_ANHU"
"2/1/2005","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","caught by domestic animal","Non-selasphorus spp.","2792_ANHU"
"1/2/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Winter","unknown","Non-selasphorus spp.","1725_ANHU"
"7/15/2012","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","4528_ANHU"
"8/29/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2562_ANHU"
"2/10/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Winter","unknown","Non-selasphorus spp.","749_ANHU"
"8/4/1997","Died","Lindsey","No","BCHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","1297_BCHU"
"1/6/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","unknown","Non-selasphorus spp.","4590_ANHU"
"2/21/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Winter","found on the ground","Non-selasphorus spp.","1161_ANHU"
"4/28/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","5297_ANHU"
"6/17/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","unknown","Non-selasphorus spp.","1082_ANHU"
"3/31/2012","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4408_ANHU"
"4/30/2012","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4451_ANHU"
"4/24/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","824_ANHU"
"8/17/2016","Died","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","6918_ANHU"
"4/14/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4955_ANHU"
"8/8/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","4803_ANHU"
"8/15/1999","Released","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","caught by domestic animal","Selasphorus spp.","1703_ALHU"
"7/5/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2948_ANHU"
"10/12/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2338_ANHU"
"4/19/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","3260_ANHU"
"3/11/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","found on the ground","Selasphorus spp.","6503_ALHU"
"1/31/2012","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","window hit","Non-selasphorus spp.","4354_ANHU"
"4/10/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3057_ANHU"
"4/4/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",1,"Spring","unknown","Selasphorus spp.","6269_ALHU"
"7/3/2003","Died","Lindsey","No","BCHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2533_BCHU"
"5/10/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4723_ANHU"
"5/25/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","6597_ALHU"
"9/19/2016","Released","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Fall","unknown","Non-selasphorus spp.","6924_ANHU"
"2/11/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","206_ANHU"
"4/16/2013","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","5903_ALHU"
"2/17/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2157_ANHU"
"1/20/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1941_ANHU"
"4/29/2008","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3489_ANHU"
"8/27/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","1116_ANHU"
"8/13/2011","Released","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","4295_ALHU"
"2/13/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Winter","unknown","Selasphorus spp.","6039_ALHU"
"4/16/2007","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",10,"Spring","found on the ground","Non-selasphorus spp.","3255_ANHU"
"5/13/1999","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1628_ANHU"
"7/10/1997","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1287_ANHU"
"3/29/1995","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","799_ANHU"
"9/10/1994","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","725_ANHU"
"3/29/1991","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","59_ANHU"
"4/8/2008","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",8,"Spring","found on the ground","Non-selasphorus spp.","3462_ANHU"
"3/13/1996","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","978_ANHU"
"3/22/1993","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","407_ANHU"
"4/5/2013","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4672_ANHU"
"1/26/1999","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","nest-related","Non-selasphorus spp.","1535_ANHU"
"3/20/2013","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","4650_ANHU"
"5/26/2001","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2051_ANHU"
"12/29/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1936_ANHU"
"6/3/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6795_ALHU"
"6/1/1994","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","658_ANHU"
"10/28/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","185_ANHU"
"4/5/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","3457_ANHU"
"3/29/1995","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","798_ANHU"
"3/4/2009","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3632_ANHU"
"6/26/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","885_ANHU"
"10/9/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",2,"Fall","found on the ground","Non-selasphorus spp.","2772_ANHU"
"3/26/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4658_ANHU"
"6/19/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","5993_ALHU"
"4/14/2003","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","2450_ANHU"
"2/22/2015","Died","malibu","Yes","Selasphorus","Male","adult-like",1,"Winter","unknown","Selasphorus spp.","6360_ALHU"
"2/5/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2375_ANHU"
"5/8/2007","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","3281_ANHU"
"6/11/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","313_ANHU"
"1/10/2015","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Winter","nest-related","Non-selasphorus spp.","6340_ANHU"
"2/2/2015","Died","malibu","Yes","Selasphorus","Male","adult-like",0,"Winter","unknown","Selasphorus spp.","6348_ALHU"
"11/12/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","1927_ANHU"
"8/25/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","5103_ANHU"
"7/28/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","157_ANHU"
"5/29/2015","Died","malibu","Yes","ANHU","Female-like ","adult-like",1,"Spring","nest-related","Non-selasphorus spp.","6441_ANHU"
"3/16/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1178_ANHU"
"1/3/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found inside","Non-selasphorus spp.","4852_ANHU"
"1/13/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","11_ANHU"
"4/15/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3254_ANHU"
"4/6/1996","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1012_ANHU"
"9/7/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","4811_ANHU"
"5/7/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","4200_ANHU"
"6/2/2014","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5024_ANHU"
"5/12/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",1,"Spring","unknown","Selasphorus spp.","6282_ALHU"
"3/23/2001","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",2,"Spring","found on the ground","Selasphorus spp.","1998_ALHU"
"7/13/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","window hit","Non-selasphorus spp.","2747_ANHU"
"3/23/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6372_ALHU"
"5/12/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",2,"Spring","found on the ground","Selasphorus spp.","6221_ALHU"
"8/11/2015","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","6490_ANHU"
"6/24/2016","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5662_ANHU"
"6/8/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","6754_ALHU"
"7/22/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5090_ANHU"
"7/4/2013","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","5871_ALHU"
"6/26/2014","Died","malibu","Yes","ANHU","Male","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","6152_ANHU"
"9/14/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2566_ANHU"
"1/22/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5475_ANHU"
"9/19/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2970_ANHU"
"4/12/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5263_ANHU"
"7/29/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",1,"Summer","unknown","Selasphorus spp.","6022_ALHU"
"4/22/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","3071_ANHU"
"5/30/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3507_ANHU"
"4/22/2014","Released","malibu","Yes","ANHU","Female-like ","adult-like",21,"Spring","found on the ground","Non-selasphorus spp.","6102_ANHU"
"6/24/2013","Released","Lindsey","Yes","ANHU","Male","adult-like",0,"Summer","suspect torpor-like state","Non-selasphorus spp.","4776_ANHU"
"5/7/2015","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","window hit","Selasphorus spp.","5309_ALHU"
"12/24/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","561_ANHU"
"3/11/2014","Released","malibu","Yes","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","6059_ALHU"
"2/22/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","2804_ANHU"
"5/28/2011","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4224_ANHU"
"1/5/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",5,"Winter","window hit","Non-selasphorus spp.","4856_ANHU"
"6/29/1991","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","140_ANHU"
"6/6/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","857_ANHU"
"11/5/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","1924_ANHU"
"6/28/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2082_ANHU"
"4/20/2001","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","2021_ANHU"
"6/21/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","2927_ANHU"
"4/4/1993","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","418_ANHU"
"4/21/2016","Died","malibu","No","Selasphorus","Male","adult-like",0,"Spring","unknown","Selasphorus spp.","6697_ALHU"
"1/24/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","14_ANHU"
"3/13/2003","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","suspect torpor-like state","Selasphorus spp.","2411_ALHU"
"4/15/2009","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","3691_ANHU"
"3/8/2012","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4375_ANHU"
"7/6/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","2535_ANHU"
"1/22/2004","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found inside","Non-selasphorus spp.","2593_ANHU"
"3/14/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","6654_ALHU"
"12/9/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5137_ANHU"
